url,state,climdiv,CT,MA,ME,NH,NY,RI,VT,fips_code,name,startofoperation_x,endofoperation_x,Julianstartofoperation,Julianendofoperation,latitude,longitude,elev,sids1,location,startofoperation_y,Syear,SjulDate,endofoperation_y,Eyear,EjulDate,yearALL,julALL,long
38151,NY,,,,,,7.261,,,36011,FLEMING,1893-01-01,1900-11-30,1893001,1900334,42.83333,-76.55,900,302862 2,yes,1893-01-01,1893,12,1900-11-30,1900,273,7,261,7.261
38159,NY,,,,,,12.43,,,36023,HOMER,1901-08-01,1913-04-30,1901213,1913120,42.63333,-76.2,1125,303938 2,yes,1901-08-01,1901,8,1913-04-30,1913,51,12,43,12.43
38160,NY,,,,,,11.273,,,36027,HONEYMEAD BROOK,1893-01-01,1904-01-31,1893001,1904031,41.85,-73.68333,440,303959 2,yes,1893-01-01,1893,1,1904-01-31,1904,274,11,273,11.273
38162,NY,,,,,,11.37,,,36009,HUMPHREY,1891-08-01,1902-10-31,1891213,1902304,42.23333,-78.23333,1950,304045 2,yes,1891-08-01,1891,156,1902-10-31,1902,193,11,37,11.37
38166,NY,,,,,,4.78,,,36021,LEBANON SPRINGS,1893-01-01,1897-03-31,1893001,1897090,42.48333,-73.36667,930,304686 2,yes,1893-01-01,1893,288,1897-03-31,1897,366,4,78,4.78
38169,NY,,,,,,9.119,,,36045,MADISON BARRACKS,1890-04-01,1899-12-31,1890091,1899365,43.95,-76.11667,262,304957 2,yes,1890-04-01,1890,1,1899-12-31,1899,120,9,119,9.119
38170,NY,,,,,,3.119,,,36033,MALONE (1),1893-01-01,1896-08-31,1893001,1896244,44.85,-74.38333,810,304995 2,yes,1893-01-01,1893,1,1896-08-31,1896,120,3,119,3.119
38171,NY,,,,,,21.86,,,36103,MEDFORD,1906-05-01,1927-06-30,1906121,1927181,40.81667,-72.98333,80,305235 2,yes,1906-05-01,1906,4,1927-06-30,1927,90,21,86,21.86
38176,NY,,,,,,3.365,,,36111,MINNEWASKA,1892-05-01,1895-09-30,1892122,1895273,41.73333,-74.23333,1800,305388 2,yes,1892-05-01,1892,1,1895-09-30,1895,366,3,365,3.365
38180,NY,,,,,,33.147,,,36119,MOUNT HOPE,1896-11-01,1929-07-31,1896306,1929212,40.98333,-73.86667,800,305540 2,yes,1896-11-01,1896,65,1929-07-31,1929,212,33,147,33.147
38182,NY,,,,,,8.331,,,36041,NEHASANE,1907-11-01,1915-05-31,1907305,1915151,43.95,-74.83333,1700,305658 2,yes,1907-11-01,1907,3,1915-05-31,1915,334,8,331,8.331
38195,NY,,,,,,19.364,,,36117,NORTH ROSE,1902-05-01,1921-12-31,1902121,1921365,43.18333,-76.88333,390,306028 2,yes,1902-05-01,1902,1,1921-12-31,1921,365,19,364,19.364
38198,NY,,,,,,12.41,,,36049,NUMBER FOUR,1893-02-01,1905-08-31,1893032,1905243,43.86667,-75.18333,1571,306098 2,yes,1893-02-01,1893,253,1905-08-31,1905,212,12,41,12.41
38199,NY,,,,,,4.152,,,36111,OHIOVILLE,1923-01-01,1927-12-20,1923001,1927354,41.73333,-74.06667,358,306168 2,yes,1923-01-01,1923,70,1927-12-20,1927,222,4,152,4.152
38209,NY,,,,,,7.276,,,36095,RICHMONDVILLE,1899-03-01,1906-04-30,1899060,1906120,42.63333,-74.55,1500,307088 2,yes,1899-03-01,1899,4,1906-04-30,1906,280,7,276,7.276
38210,NY,,,,,,9.101,,,36073,RIDGEWAY,1897-02-01,1906-10-31,1897032,1906304,43.26667,-78.38333,420,307097 2,yes,1897-02-01,1897,8,1906-10-31,1906,109,9,101,9.101
38211,NY,,,,,,0.19,,,36111,RONDOUT,1894-08-01,1894-08-31,1894213,1894243,41.91667,-73.96667,188,307252 2,yes,1894-08-01,1894,12,1894-08-31,1894,31,0,19,0.19
38212,NY,,,,,,19.1,,,36059,ROSLYN,1912-01-10,1931-02-28,1912010,1931059,40.8,-73.63333,220,307282 2,yes,1912-01-10,1912,234,1931-02-28,1931,244,19,10,19.1
38214,NY,,,,,,11.209,,,36071,SALISBURY MILLS,1899-06-01,1910-11-30,1899152,1910334,41.43333,-74.11667,314,307420 2,yes,1899-06-01,1899,3,1910-11-30,1910,212,11,209,11.209
38216,NY,,,,,,18.207,,,36103,SOUTHHAMPTON,1900-10-07,1918-10-31,1900280,1918304,40.9,-72.45,36,307895 2,yes,1900-10-07,1900,5,1918-10-31,1918,212,18,207,18.207
38223,NY,,,,,,3.3,,,36049,TURIN,1893-01-01,1896-05-31,1893001,1896152,43.61667,-75.41667,1300,308633 2,yes,1893-01-01,1893,1,1896-05-31,1896,31,3,30,3.3
38227,NY,,,,,,28.263,,,36097,WEDGEWOOD,1893-01-01,1921-12-31,1893001,1921365,42.33333,-76.95,1430,309050 2,yes,1893-01-01,1893,11,1921-12-31,1921,274,28,263,28.263
38230,NY,,,,,,9.333,,,36081,WILLETS POINT,1890-04-01,1899-12-31,1890091,1899365,40.8,-73.76667,55,309466 2,yes,1890-04-01,1890,1,1899-12-31,1899,334,9,333,9.333
40372,NY,,,,,,9.15,,,36009,ALLEGANY,1907-02-01,1916-06-30,1907032,1916182,42.1,-78.56667,1441,300090 2,yes,1907-02-01,1907,1,1916-06-30,1916,151,9,150,9.15
40373,NY,,,,,,30.348,,,36063,APPLETON,1893-07-01,1923-08-31,1893182,1923243,43.35,-78.65,300,300208 2,yes,1893-07-01,1893,1,1923-08-31,1923,349,30,348,30.348
40374,NY,,,,,,8.24,,,36101,ATLANTA,1899-12-01,1907-06-30,1899335,1907181,42.53333,-77.46667,1290,300307 2,yes,1899-12-01,1899,3,1907-06-30,1907,243,8,240,8.24
40375,NY,,,,,,27.211,,,36091,BALLSTON LAKE,1904-02-01,1931-10-31,1904032,1931304,42.93333,-73.85,300,300386 2,yes,1904-02-01,1904,1,1931-10-31,1931,212,27,211,27.211
40379,NY,,,,,,19.211,,,36053,BOUCKVILLE,1897-08-01,1916-10-31,1897213,1916305,42.83333,-75.58333,1350,300795 2,yes,1897-08-01,1897,1,1916-10-31,1916,212,19,211,19.211
40381,NY,,,,,,4.203,,,36029,BUFFALO #2,1937-02-02,1941-09-30,1937033,1941273,42.93333,-78.9,581,301018 2,yes,1937-02-02,1937,8,1941-09-30,1941,211,4,203,4.203
40383,NY,,,,,,11.12,,,36003,CANEADEA DAM,1929-06-01,1940-06-30,1929152,1940182,42.38333,-78.18333,1480,301170 2,yes,1929-06-01,1929,199,1940-06-30,1940,211,11,12,11.12
40386,NY,,,,,,2.267,,,36121,CHESTNUT LAWN,1912-09-01,1914-04-30,1912245,1914120,42.58333,-78.01667,1090,301442 2,yes,1912-09-01,1912,7,1914-04-30,1914,274,2,267,2.267
40388,NY,,,,,,3.21,,,36001,COEYMANS,1904-12-08,1907-05-31,1904343,1907151,42.46667,-73.8,150,301598 2,yes,1904-12-08,1904,2,1907-05-31,1907,212,3,210,3.21
40389,NY,,,,,,3.2,,,36059,COLD SPRING HARBOR,1904-12-17,1907-01-31,1904352,1907031,40.86667,-73.46667,10,301618 2,yes,1904-12-17,1904,11,1907-01-31,1907,211,3,200,3.2
40391,NY,,,,,,2.242,,,36049,COPENHAGEN,1934-08-01,1936-03-31,1934213,1936091,43.9,-75.68333,1250,301765 2,yes,1934-08-01,1934,1,1936-03-31,1936,243,2,242,2.242
40392,NY,,,,,,3.109,,,36089,DEKALB JUNCTION,1903-05-01,1906-12-31,1903121,1906365,44.5,-75.26667,449,302020 2,yes,1903-05-01,1903,11,1906-12-31,1906,120,3,109,3.109
40396,NY,,,,,,19.207,,,36037,ELBA,1900-01-01,1919-05-31,1900001,1919151,43.06667,-78.16667,700,302547 2,yes,1900-01-01,1900,5,1919-05-31,1919,212,19,207,19.207
40398,NY,,,,,,19.33,,,36067,FAYETTEVILLE,1901-06-01,1920-11-30,1901152,1920335,43.03333,-76.01667,530,302780 2,yes,1901-06-01,1901,92,1920-11-30,1920,59,19,33,19.33
40400,NY,,,,,,23.104,,,36081,FLUSHING,1916-02-01,1939-04-30,1916032,1939120,40.76667,-73.86667,60,302868 2,yes,1916-02-01,1916,315,1939-04-30,1939,211,23,104,23.104
40402,NY,,,,,,9.83,,,36063,FORT NIAGARA,1890-03-01,1899-12-31,1890060,1899365,43.26667,-79.06667,262,302946 2,yes,1890-03-01,1890,8,1899-12-31,1899,91,9,83,9.83
40407,NY,,,,,,11.206,,,36029,GRAND ISLAND,1961-07-20,1972-12-31,1961201,1972366,42.96667,-78.96667,580,303381 2,yes,1961-07-20,1961,5,1972-12-31,1972,211,11,206,11.206
40408,NY,,,,,,16.144,,,36115,GREENWICH,1897-09-01,1913-06-30,1897244,1913181,43.11667,-73.5,425,303468 2,yes,1897-09-01,1897,8,1913-06-30,1913,152,16,144,16.144
40409,NY,,,,,,13.36,,,36025,GRIFFIN CORNERS,1900-12-01,1913-04-30,1900335,1913120,42.16667,-74.53333,2260,303503 2,yes,1900-12-01,1900,5,1913-04-30,1913,365,13,360,13.36
40411,NY,,,,,,30.329,,,36019,HARKNESS,1902-05-01,1932-08-28,1902121,1932241,44.53333,-73.56667,622,303662 2,yes,1902-05-01,1902,5,1932-08-28,1932,334,30,329,30.329
40413,NY,,,,,,4.22,,,36059,HICKSVILLE,1934-11-07,1938-01-31,1934311,1938031,40.76667,-73.53333,150,303825 2,yes,1934-11-07,1934,234,1938-01-31,1938,212,4,22,4.22
40414,NY,,,,,,5.15,,,36091,HOMESTEAD SANATARIUM,1916-07-01,1921-10-31,1916183,1921304,43.1,-74.01667,1410,303941 2,yes,1916-07-01,1916,1,1921-10-31,1921,151,5,150,5.15
40416,NY,,,,,,2.329,,,36015,HORSEHEADS,1942-08-01,1944-10-31,1942213,1944305,42.15,-76.83333,900,303986 2,yes,1942-08-01,1942,6,1944-10-31,1944,335,2,329,2.329
40419,NY,,,,,,44.1,,,36105,JEFFERSONVILLE,1903-07-01,1947-07-31,1903182,1947212,41.78333,-74.93333,1080,304234 2,yes,1903-07-01,1903,281,1947-07-31,1947,181,44,100,44.1
40422,NY,,,,,,1.27,,,36031,LAKE COLDEN,1921-01-15,1922-10-31,1921015,1922304,44.1,-74,2750,304520 2,yes,1921-01-15,1921,59,1922-10-31,1922,329,1,270,1.27
40423,NY,,,,,,16.147,,,36113,LAKE GEORGE,1903-12-01,1919-04-30,1903335,1919120,43.43333,-73.71667,350,304529 2,yes,1903-12-01,1903,5,1919-04-30,1919,152,16,147,16.147
40424,NY,,,,,,12.69,,,36113,LAKE GEORGE #1,1896-11-01,1908-08-31,1896306,1908244,43.43333,-73.71667,350,304530 2,yes,1896-11-01,1896,280,1908-08-31,1908,211,12,69,12.69
40425,NY,,,,,,3.95,,,36103,LAKE GROVE,1916-02-01,1919-04-30,1916032,1919120,40.86667,-73.11667,110,304531 2,yes,1916-02-01,1916,135,1919-04-30,1919,230,3,95,3.95
40427,NY,,,,,,18.146,,,36037,LEROY,1893-01-01,1911-12-31,1893001,1911365,42.98333,-78,920,304685 2,yes,1893-01-01,1893,277,1911-12-31,1911,131,18,146,18.146
40430,NY,,,,,,16.171,,,36117,LYONS,1892-12-01,1908-03-31,1892336,1908091,43.1,-77,426,304942 2,yes,1892-12-01,1892,10,1908-03-31,1908,181,16,171,16.171
40431,NY,,,,,,30.204,,,36033,MOIRA,1900-04-01,1930-10-31,1900091,1930304,44.81667,-74.56667,200,305429 2,yes,1900-04-01,1900,8,1930-10-31,1930,212,30,204,30.204
40433,NY,,,,,,7.185,,,36041,MOREHOUSEVILLE,1908-01-01,1915-05-31,1908001,1915151,43.38333,-74.73333,1697,305489 2,yes,1908-01-01,1908,245,1915-05-31,1915,60,7,185,7.185
40434,NY,,,,,,33.203,,,36091,MOUNT MCGREGOR,1912-08-12,1945-06-30,1912225,1945181,43.2,-73.75,1060,305580 2,yes,1912-08-12,1912,7,1945-06-30,1945,210,33,203,33.203
40435,NY,,,,,,27.243,,,36119,MOUNT VERNON,1914-11-24,1941-12-31,1914328,1941365,40.9,-73.83333,155,305618 2,yes,1914-11-24,1914,1,1941-12-31,1941,244,27,243,27.243
40436,NY,,,,,,30.85,,,36077,NEW LISBON,1893-03-01,1923-12-31,1893060,1923365,42.5,-75.25,1234,305748 2,yes,1893-03-01,1893,297,1923-12-31,1923,212,30,85,30.85
40437,NY,,,,,,16.145,,,36089,NORTH HAMMOND,1893-01-01,1909-11-30,1893001,1909334,44.48333,-75.71667,300,305965 2,yes,1893-01-01,1893,6,1909-11-30,1909,151,16,145,16.145
40439,NY,,,,,,4.3,,,36089,OSWEGATCHIE,1903-03-01,1907-08-31,1903060,1907243,44.18333,-75.06667,1300,306306 2,yes,1903-03-01,1903,61,1907-08-31,1907,91,4,30,4.3
40442,NY,,,,,,21.31,,,36017,OXFORD,1893-01-01,1914-01-31,1893001,1914031,42.5,-75.73333,1650,306365 2,yes,1893-01-01,1893,8,1914-01-31,1914,318,21,310,21.31
40443,NY,,,,,,11.2,,,36059,OYSTER BAY,1903-05-01,1914-04-30,1903121,1914120,40.86667,-73.53333,40,306368 2,yes,1903-05-01,1903,9,1914-04-30,1914,209,11,200,11.2
40444,NY,,,,,,20.33,,,36075,PALERMO,1893-01-01,1913-12-07,1893001,1913341,43.4,-76.3,467,306375 2,yes,1893-01-01,1893,4,1913-12-07,1913,334,20,330,20.33
40445,NY,,,,,,21.161,,,36097,PERRY CITY,1893-01-01,1914-11-30,1893001,1914334,42.48333,-76.7,1038,306524 2,yes,1893-01-01,1893,50,1914-11-30,1914,211,21,161,21.161
40446,NY,,,,,,29.18,,,36045,PHILADELPHIA,1907-05-06,1936-12-31,1907126,1936366,44.13333,-75.7,485,306557 2,yes,1907-05-06,1907,1,1936-12-31,1936,181,29,180,29.18
40447,NY,,,,,,22.62,,,36089,POTSDAM,1893-01-01,1915-04-30,1893001,1915120,44.66667,-75,430,306810 2,yes,1893-01-01,1893,148,1915-04-30,1915,210,22,62,22.62
40448,NY,,,,,,10.16,,,36027,RHINEBECK,1916-08-01,1926-12-31,1916214,1926365,41.93333,-73.91667,215,307033 2,yes,1916-08-01,1916,51,1926-12-31,1926,211,10,160,10.16
40449,NY,,,,,,29.56,,,36099,ROMULUS,1893-02-01,1922-03-31,1893032,1922090,42.75,-76.83333,719,307250 2,yes,1893-02-01,1893,148,1922-03-31,1922,204,29,56,29.56
40451,NY,,,,,,38.91,,,36069,SHORTSVILLE,1899-09-11,1937-04-30,1899254,1937120,42.95,-77.25,660,307728 2,yes,1899-09-11,1899,1,1937-04-30,1937,92,38,91,38.91
40452,NY,,,,,,7.205,,,36113,SILVER BAY,1920-05-08,1927-05-31,1920129,1927151,43.7,-73.51667,350,307748 2,yes,1920-05-08,1920,7,1927-05-31,1927,212,7,205,7.205
40455,NY,,,,,,5.334,,,36077,SOUTH EDMESTON,1911-11-01,1916-02-29,1911305,1916060,42.68333,-75.31667,1327,307940 2,yes,1911-11-01,1911,1,1916-02-29,1916,335,5,334,5.334
40456,NY,,,,,,1.317,,,36049,SPERRYVILLE,1928-04-01,1929-09-09,1928092,1929252,43.76667,-75.3,1180,308099 2,yes,1928-04-01,1928,2,1929-09-09,1929,319,1,317,1.317
40457,NY,,,,,,10.21,,,36107,STRAITS CORNERS NEAR,1896-10-17,1906-01-31,1896291,1906031,42.16667,-76.36667,1100,308309 2,yes,1896-10-17,1896,2,1906-01-31,1906,212,10,210,10.21
40459,NY,,,,,,3.149,,,36065,TABERG,1905-08-01,1908-06-30,1905213,1908182,43.3,-75.61667,515,308388 2,yes,1905-08-01,1905,2,1908-06-30,1908,151,3,149,3.149
40462,NY,,,,,,22.178,,,36083,TROY,1912-11-14,1934-12-31,1912319,1934365,42.73333,-73.7,35,308597 2,yes,1912-11-14,1912,33,1934-12-31,1934,211,22,178,22.178
40463,NY,,,,,,1.204,,,36001,VOORHEESVILLE,1950-04-12,1951-02-28,1950102,1951059,42.65,-73.96667,400,308856 2,yes,1950-04-12,1950,8,1951-02-28,1951,212,1,204,1.204
40464,NY,,,,,,21.251,,,36013,VOLUSIA,1899-04-19,1920-10-31,1899109,1920305,42.26667,-79.6,1567,308860 2,yes,1899-04-19,1899,2,1920-10-31,1920,253,21,251,21.251
40466,NY,,,,,,34.52,,,36001,WEST BERNE,1898-08-07,1932-12-31,1898219,1932366,42.61667,-74.16667,936,309100 2,yes,1898-08-07,1898,159,1932-12-31,1932,211,34,52,34.52
40467,NY,,,,,,13.199,,,36025,WEST HARPERSFIELD,1893-02-01,1906-02-28,1893032,1906059,42.43333,-74.71667,1880,309205 2,yes,1893-02-01,1893,9,1906-02-28,1906,208,13,199,13.199
40468,NY,,,,,,9.14,,,36031,WHITEFACE MOUNTAIN,1937-09-01,1946-08-31,1937244,1946243,44.36667,-73.9,4865,309383 2,yes,1937-09-01,1937,11,1946-08-31,1946,151,9,140,9.14
40469,NY,,,,,,3.106,,,36099,WILLARD,1922-05-05,1925-01-31,1922125,1925031,42.68333,-76.88333,455,309457 2,yes,1922-05-05,1922,106,1925-01-31,1925,212,3,106,3.106
40470,NY,,,,,,4.203,,,36031,WILLSBORO,1932-09-02,1936-07-25,1932246,1936207,44.33333,-73.35,200,309494 2,yes,1932-09-02,1932,4,1936-07-25,1936,207,4,203,4.203
40473,NY,,,,,,14.17,,,36051,YORK,1912-04-01,1926-11-19,1912092,1926323,42.88333,-77.88333,760,309640 2,yes,1912-04-01,1912,11,1926-11-19,1926,181,14,170,14.17
40841,NY,NY05,,,,,1.354,,,36091,STILLWATER CS,2004-05-14,2005-02-03,2004135,2005034,42.94833,-73.64028,112,308244 2,yes,2004-05-14,2004,11,2005-02-03,2005,365,1,354,1.354
40860,NY,NY02,,,,,5.73,,,36095,SHARON SPRINGS AP,2009-10-22,2014-07-31,2009295,2014212,42.77917,-74.58056,1508,307654 2,yes,2009-10-22,2009,139,2014-07-31,2014,212,5,73,5.73
40867,NY,NY02,,,,,13.294,,,36111,PHONECIA 2SW,2001-02-27,2014-05-31,2001058,2014151,42.0675,-74.33556,1060,306570 2,yes,2001-02-27,2001,11,2014-05-31,2014,305,13,294,13.294
40870,NY,NY02,,,,,4.26,,,36105,CALLICOON CTR,2010-11-21,2014-07-31,2010325,2014212,41.8275,-74.95056,1221,301102 2,yes,2010-11-21,2010,5,2014-07-31,2014,31,4,26,4.26
40890,NY,NY06,,,,,4.207,,,36035,JOHNSTOWN,2009-10-23,2013-10-29,2009296,2013302,42.99889,-74.32889,881,304276 2,yes,2009-10-23,2009,5,2013-10-29,2013,212,4,207,4.207
40898,NY,NY04,,,,,3.9,,,36103,MATTITUCK,2011-01-01,2014-05-31,2011001,2014151,40.99,-72.51194,20,305142 2,yes,2011-01-01,2011,111,2014-05-31,2014,120,3,9,3.9
40976,NY,NY04,,,,,2.326,,,36103,BAITING HOLLOW,2012-06-01,2014-07-31,2012153,2014212,40.93389,-72.73944,35,300364 2,yes,2012-06-01,2012,8,2014-07-31,2014,334,2,326,2.326
40997,NY,NY04,,,,,5.89,,,36103,DOWLING CEECOM,2009-06-11,2014-06-24,2009162,2014175,40.72111,-73.09083,5,302151 2,yes,2009-06-11,2009,1,2014-06-24,2014,90,5,89,5.89
61859,NY,NY01,,,,,10.129,,,36083,NORTH PETERSBURG,2004-12-20,2014-07-31,2004355,2014212,42.80861,-73.33444,501,306018 2,yes,2004-12-20,2004,4,2014-07-31,2014,133,10,129,10.129
61864,NY,NY01,,,,,11.198,,,36095,SCHOHARIE,2003-12-18,2014-07-31,2003352,2014212,42.665,-74.30361,734,307520 2,yes,2003-12-18,2003,6,2014-07-31,2014,204,11,198,11.198
62457,NY,NY01,,,,,10.51,,,36021,LIVINGSTON,2004-12-16,2014-05-15,2004351,2014135,42.14861,-73.75083,295,304814 2,yes,2004-12-16,2004,8,2014-05-15,2014,59,10,51,10.51
62460,NY,NY05,,,,,9.91,,,36115,CAMBRIDGE,2005-02-16,2014-07-31,2005047,2014212,43.05389,-73.36194,508,301105 2,yes,2005-02-16,2005,275,2014-07-31,2014,366,9,91,9.91
62468,NY,NY05,,,,,9.171,,,36093,DUANESBERG,2005-01-20,2014-07-31,2005020,2014212,42.75833,-74.13278,710,302178 2,yes,2005-01-20,2005,306,2014-07-31,2014,135,9,171,9.171
62482,NY,NY01,,,,,4.105,,,36039,CATSKILL,2003-11-26,2007-03-31,2003330,2007090,42.2175,-73.865,40,301256 2,yes,2003-11-26,2003,136,2007-03-31,2007,31,4,105,4.105
63983,NY,NY01,,,,,3.91,,,36013,PORTLAND 1 SW,2011-06-22,2014-07-30,2011173,2014211,42.37167,-79.48667,808,306747 2,yes,2011-06-22,2011,121,2014-07-30,2014,212,3,91,3.91
64344,NY,NY02,,,,,1.206,,,36095,GALLUPVILLE,2003-11-26,2004-09-23,2003330,2004267,42.68417,-74.32056,1221,303121 2,yes,2003-11-26,2003,6,2004-09-23,2004,212,1,206,1.206
64366,NY,,,,,,5.66,,,36041,LIMKILN LAKE RD NR INLET,2009-09-28,2014-07-28,2009271,2014209,43.72639,-74.79333,2085,LLIN6 7,yes,2009-09-28,2009,124,2014-07-28,2014,58,5,66,5.66
64367,NY,,,,,,13.318,,,36097,WATKINS GLEN,2000-03-05,2013-02-27,2000065,2013058,42.38278,-76.85889,453,EGBN6 7,yes,2000-03-05,2000,45,2013-02-27,2013,363,13,318,13.318
64368,NY,,,,,,14.175,,,36093,NISKAYUNA,2000-01-05,2014-07-31,2000005,2014212,42.79583,-73.87667,385,NSKN6 7,yes,2000-01-05,2000,54,2014-07-31,2014,229,14,175,14.175
66682,NY,NY01,,,,,11.43,,,36101,GANG MILLS NEW YORK,2003-05-28,2014-07-29,2003148,2014210,42.1,-77.1,1100.1,USR0000NGAN 6,yes,2003-05-28,2003,100,2014-07-29,2014,143,11,43,11.43
66732,NY,NY05,,,,,11.42,,,36091,SARA NEW YORK,2003-02-20,2014-07-30,2003051,2014211,43.0078,-73.6511,375,USR0000NSAR 6,yes,2003-02-20,2003,304,2014-07-30,2014,262,11,42,11.42
66733,NY,NY07,,,,,11.204,,,36031,SCHROON LAKE NEW YORK,2003-05-28,2014-07-29,2003148,2014210,43.8,-73.7,819.9,USR0000NSCH 6,yes,2003-05-28,2003,8,2014-07-29,2014,212,11,204,11.204
66736,NY,NY02,,,,,11.237,,,36017,SHERBURNE NEW YORK,2003-05-28,2014-07-23,2003148,2014204,42.7,-75.5,1100.1,USR0000NSHR 6,yes,2003-05-28,2003,7,2014-07-23,2014,244,11,237,11.237
66743,NY,NY05,,,,,11.15,,,36027,STONYKILL NEW YORK,2003-05-28,2014-07-29,2003148,2014210,41.5,-73.9,200.1,USR0000NSTO 6,yes,2003-05-28,2003,1,2014-07-29,2014,151,11,150,11.15
67817,NY,NY04,,,,,2.21,,,36103,UPTON COOP,2012-03-05,2014-07-31,2012065,2014212,40.86556,-72.86417,26,308721 2,yes,2012-03-05,2012,2,2014-07-31,2014,212,2,210,2.21
67869,NY,NY01,,,,,4.355,,,36103,MOUNT SINAI,2010-02-19,2014-07-30,2010050,2014211,40.93306,-73.01917,50,305606 2,yes,2010-02-19,2010,10,2014-07-30,2014,365,4,355,4.355
16350,RI,RI01,,,,,,59.204,,44009,BLOCK ISLAND STATE AP,1948-06-01,2007-03-01,1948153,2007060,41.16806,-71.57778,105,94793 1,yes,1948-06-01,1948,8,2007-03-01,2007,212,59,204,59.204
16352,RI,,,,,,,2.234,,44009,BLOCK ISLAND,1948-01-01,1950-09-22,1948001,1950265,41.16667,-71.56667,43,14799 1,yes,1948-01-01,1948,248,1950-09-22,1950,14,2,234,2.234
16353,RI,,,,,,,0.22,,44009,CHARLESTOWN NAAS,1947-02-01,1947-06-30,1947032,1947181,41.33333,-71.66667,49,14782 1,yes,1947-02-01,1947,129,1947-06-30,1947,151,0,22,0.22
16357,RI,,,,,,,15.56,,44009,WESTERLY STATE AP,1999-07-27,2014-07-30,1999208,2014211,41.34972,-71.79889,81,14794 1,yes,1999-07-27,1999,3,2014-07-30,2014,59,15,56,15.56
16359,RI,RI01,,,,,,10.333,,44009,WOOD RIVER JUNCTION,1938-04-01,1948-05-31,1938091,1948152,41.43333,-71.7,49,379327 2,yes,1938-04-01,1938,1,1948-05-31,1948,334,10,333,10.333
16361,RI,RI01,,,,,,46.203,,44005,NEWPORT ROSE,1957-11-23,2003-12-31,1957327,2003365,41.5,-71.35,15,375215 2,yes,1957-11-23,1957,9,2003-12-31,2003,212,46,203,46.203
16366,RI,RI01,,,,,,121.189,,44009,KINGSTON,1893-01-01,2014-06-30,1893001,2014181,41.49056,-71.54139,114,374266 2,yes,1893-01-01,1893,84,2014-06-30,2014,273,121,189,121.189
16368,RI,RI01,,,,,,2.202,,44005,MIDDLETOWN 2 NE NEWP,1946-12-10,1948-09-30,1946344,1948274,41.5,-71.26667,102,375002 2,yes,1946-12-10,1946,10,1948-09-30,1948,212,2,202,2.202
16371,RI,RI01,,,,,,10.211,,44009,SLOCUM,1938-04-01,1948-05-31,1938091,1948152,41.53333,-71.51667,151,377567 2,yes,1938-04-01,1938,1,1948-05-31,1948,212,10,211,10.211
16372,RI,,,,,,,18.2,,44005,NEWPORT STATE AP,1996-07-01,2014-07-30,1996183,2014211,41.53333,-71.28333,172,14787 1,yes,1996-07-01,1996,11,2014-07-30,2014,211,18,200,18.2
16373,RI,,,,,,,28.237,,44009,QUONSET PT NAS,1945-03-01,1973-12-13,1945060,1973347,41.58333,-71.41667,30,14788 1,yes,1945-03-01,1945,6,1973-12-13,1973,243,28,237,28.237
16376,RI,RI01,,,,,,82.142,,44003,PROVIDENCE T F GREEN AP,1932-06-01,2014-07-30,1932153,2014211,41.72194,-71.4325,60,14765 1,yes,1932-06-01,1932,9,2014-07-30,2014,151,82,142,82.142
16378,RI,RI01,,,,,,49.211,,44007,PROVIDENCE,1904-11-01,1953-04-30,1904306,1953120,41.83333,-71.41667,69,94707 1,yes,1904-11-01,1904,1,1953-04-30,1953,212,49,211,49.211
16379,RI,RI01,,,,,,5.2,,44007,NORTH SCITUATE 4 W,1969-12-01,1974-09-30,1969335,1974273,41.83333,-71.68333,679,375354 2,yes,1969-12-01,1969,336,1974-09-30,1974,334,5,2,5.2
16380,RI,RI01,,,,,,32.203,,44007,GREENVILLE,1942-04-01,1974-08-31,1942091,1974243,41.88333,-71.56667,420,373306 2,yes,1942-04-01,1942,7,1974-08-31,1974,210,32,203,32.203
16381,RI,RI01,,,,,,40.171,,44007,NORTH FOSTER 1 E,1974-10-01,2014-06-30,1974274,2014181,41.85639,-71.73333,630,375270 2,yes,1974-10-01,1974,10,2014-06-30,2014,181,40,171,40.171
16383,RI,RI01,,,,,,47.18,,44007,WOONSOCKET,1967-11-01,2014-07-31,1967305,2014212,41.98444,-71.49083,110,379423 2,yes,1967-11-01,1967,1,2014-07-31,2014,181,47,180,47.18
16385,RI,RI01,,,,,,3.3,,44005,ADAMSVILLE 2 NW,1991-07-01,1994-03-31,1991182,1994090,41.56667,-71.15,100,370218 2,yes,1991-07-01,1991,1,1994-03-31,1994,31,3,30,3.3
29185,RI,RI01,,,,,,16.105,,44005,TIVERTON,1998-05-01,2014-07-30,1998121,2014211,41.62667,-71.20917,82,377581 2,yes,1998-05-01,1998,106,2014-07-30,2014,211,16,105,16.105
31735,RI,RI01,,,,,,13.113,,44009,KINGSTON 1 NW,2001-12-17,2014-07-31,2001351,2014212,41.49111,-71.54139,115,54796 1,yes,2001-12-17,2001,99,2014-07-31,2014,212,13,113,13.113
31736,RI,RI01,,,,,,13.211,,44009,KINGSTON 1 W,2001-12-17,2014-07-31,2001351,2014212,41.47833,-71.54167,106,54797 1,yes,2001-12-17,2001,1,2014-07-31,2014,212,13,211,13.211
